key,en,ar,notes
taxRegions.taxOverrides.edit.hint,Edit the tax rate that overrides the default tax rates for selected conditions.,تحرير معدل الضريبة الذي يتجاوز معدلات الضرائب الافتراضية للظروف المحددة.,
taxRegions.taxOverrides.header,Overrides,التجاوزات,
taxRegions.taxRates.create.header,Create Tax Rate,إنشاء معدل ضريبة,
taxRegions.taxRates.create.hint,Create a new tax rate to define the tax rate for a region.,إنشاء معدل ضريبة جديد لتحديد معدل الضريبة لمنطقة.,
taxRegions.taxRates.create.successToast,Tax rate was successfully created.,تم إنشاء معدل الضريبة بنجاح.,
taxRegions.taxRates.delete.confirmation,"You are about to delete the tax rate ""{{name}}"". This action cannot be undone.",أنت على وشك حذف معدل الضريبة {{name}}. لا يمكن التراجع عن هذا الإجراء.,
taxRegions.taxRates.delete.successToast,Tax rate was successfully deleted.,تم حذف معدل الضريبة بنجاح.,
taxRegions.taxRates.edit.header,Edit Tax Rate,تحرير معدل الضريبة,
taxRegions.taxRates.edit.hint,Edit the tax rate to define the tax rate for a region.,تحرير معدل الضريبة لتحديد معدل الضريبة لمنطقة.,
taxRegions.taxRates.edit.successToast,Tax rate was successfully updated.,تم تحديث معدل الضريبة بنجاح.,
taxRegions.territory.create.header,Create Territory Tax Region,إنشاء منطقة ضريبية للإقليم,
taxRegions.territory.create.hint,Create a new tax region to define tax rates for a specific territory.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لإقليم معين.,
taxRegions.territory.header,Territories,الأقاليم,
taxes.countries.taxCountriesHint,Tax settings apply to the listed countries.,تنطبق إعدادات الضرائب على الدول المدرجة.,
taxes.defaultRate.sectionTitle,Default Tax Rate,معدل الضريبة الافتراضي,
taxes.domain,Tax Regions,مناطق الضرائب,
taxes.domainDescription,Manage your tax region,إدارة منطقتك الضريبية,
taxes.settings.applyTaxesOnGiftCardsHint,"When enabled, taxes will be applied to gift cards at checkout. In some countries, tax regulations require the application of taxes to gift cards upon purchase.",عند التمكين، سيتم تطبيق الضرائب على بطاقات الهدايا عند الدفع. في بعض الدول، تتطلب اللوائح الضريبية تطبيق الضرائب على بطاقات الهدايا عند الشراء.,
taxes.settings.applyTaxesOnGiftCardsLabel,Apply taxes on gift cards,تطبيق الضرائب على بطاقات الهدايا,
taxes.settings.calculateTaxesAutomaticallyHint,"When enabled, tax rates will be calculated automatically and applied to carts. When disabled, taxes must be manually computed at checkout. Manual taxes are recommended for usage with third-party tax providers.",عند التمكين، سيتم حساب معدلات الضرائب تلقائيًا وتطبيقها على السلال. عند التعطيل، يجب حساب الضرائب يدويًا عند الدفع. يوصى بالضرائب اليدوية للاستخدام مع مزودي الضرائب الخارجيين.,
taxes.settings.calculateTaxesAutomaticallyLabel,Calculate taxes automatically,حساب الضرائب تلقائيًا,
taxes.settings.defaultTaxCodeLabel,Default tax code,رمز الضريبة الافتراضي,
taxes.settings.defaultTaxRateLabel,Default tax rate,معدل الضريبة الافتراضي,
taxes.settings.editTaxSettings,Edit Tax Settings,تحرير إعدادات الضرائب,
taxes.settings.systemTaxProviderLabel,System Tax Provider,مزود الضرائب النظامي,
taxes.settings.taxProviderLabel,Tax provider,مزود الضرائب,
taxes.taxRate.addProductOverridesAction,Add product overrides,إضافة تجاوزات المنتج,
taxes.taxRate.addProductTypeOverridesAction,Add product type overrides,إضافة تجاوزات نوع المنتج,
taxes.taxRate.addShippingOptionOverridesAction,Add shipping option overrides,إضافة تجاوزات خيار الشحن,
taxes.taxRate.createTaxRate,Create Tax Rate,إنشاء معدل ضريبة,
taxes.taxRate.createTaxRateHint,Create a new tax rate for the region.,إنشاء معدل ضريبة جديد للمنطقة.,
taxes.taxRate.deleteRateDescription,You are about to delete the tax rate {{name}}. This action cannot be undone.,أنت على وشك حذف معدل الضريبة {{name}}. لا يمكن التراجع عن هذا الإجراء.,
taxes.taxRate.deleteTaxRateWarning,You are about to delete the tax rate {{name}}. This action cannot be undone.,أنت على وشك حذف معدل الضريبة {{name}}. لا يمكن التراجع عن هذا الإجراء.,
taxes.taxRate.editOverridesAction,Edit overrides,تحرير التجاوزات,
taxes.taxRate.editOverridesHint,Specify the overrides for the tax rate.,حدد التجاوزات لمعدل الضريبة.,
taxes.taxRate.editOverridesTitle,Edit Tax Rate Overrides,تحرير تجاوزات معدل الضريبة,
taxes.taxRate.editRateAction,Edit rate,تحرير المعدل,
taxes.taxRate.editTaxRate,,تحرير معدل الضريبة,
taxes.taxRate.productOverridesHeader,Products,المنتجات,
taxes.taxRate.productOverridesHint,Specify the product overrides for the tax rate.,حدد تجاوزات المنتج لمعدل الضريبة.,
taxes.taxRate.productOverridesLabel,Product overrides,تجاوزات المنتج,
taxes.taxRate.productTypeOverridesHeader,Product Types,أنواع المنتجات,
taxes.taxRate.productTypeOverridesHint,Specify the product type overrides for the tax rate.,حدد تجاوزات نوع المنتج لمعدل الضريبة.,
taxes.taxRate.productTypeOverridesLabel,Product type overrides,تجاوزات نوع المنتج,
taxes.taxRate.sectionTitle,Tax Rates,معدلات الضرائب,
taxes.taxRate.shippingOptionOverridesHeader,Shipping Options,خيارات الشحن,
taxes.taxRate.shippingOptionOverridesHint,Specify the shipping option overrides for the tax rate.,حدد تجاوزات خيار الشحن لمعدل الضريبة.,
taxes.taxRate.shippingOptionOverridesLabel,Shipping option overrides,تجاوزات خيار الشحن,
transferOwnership.currentOwner.hint,The current owner of the order.,المالك الحالي للطلب.,
transferOwnership.currentOwner.label,Current owner,المالك الحالي,
transferOwnership.details.draft,Draft details,تفاصيل المسودة,
transferOwnership.details.order,Order details,تفاصيل الطلب,
transferOwnership.header,Transfer Ownership,نقل الملكية,
transferOwnership.label,Transfer ownership,نقل الملكية,
transferOwnership.newOwner.hint,The new owner to transfer the order to.,المالك الجديد لنقل الطلب إليه.,
transferOwnership.newOwner.label,New owner,المالك الجديد,
transferOwnership.validation.mustBeDifferent,The new owner must be different from the current owner.,يجب أن يكون المالك الجديد مختلفًا عن المالك الحالي.,
transferOwnership.validation.required,New owner is required.,المالك الجديد مطلوب.,
translations.actions.manage,Manage translations,,
translations.actions.manageEntities,Manage entities,,
translations.actions.manageLocales,Manage locales,,
translations.activeLocales.heading,Languages,,
translations.activeLocales.noLocalesTip,Configure at least one language to start translating your data,,
translations.activeLocales.noLocalesTipConfigureAction,Configure,,
translations.activeLocales.subtitle,Activated translations,,
translations.bulk.header,Translations Bulk Editor,,
translations.bulk.mainColumn,Locale,,
translations.completion.footer,Languages,,
translations.completion.heading,Translated fields,,
translations.completion.toTranslate,Missing,,
translations.completion.translated,Translated,,
translations.domain,Translations,,
translations.edit.successToast,Translations updated successfully,,
translations.edit.unsavedChanges.description,Don't lose your work. You have changes that haven't been saved yet,,
translations.edit.unsavedChanges.title,Unsaved translations,,
translations.list.metrics,{{translated}} of {{total}} translations,,
translations.settings.header,Manage translatable entities,,
translations.settings.successToast,Settings updated successfully,,
translations.subtitle,Manage translations of your data in Medusa,,
users.acceptedOnDate,Accepted on {{date}},تم قبولها في {{date}},
users.copyInviteLink,Copy invite link,نسخ رابط الدعوة,
users.deleteInviteWarning,You are about to delete the invite for {{email}}. This action cannot be undone.,أنت على وشك حذف الدعوة لـ {{email}}. لا يمكن التراجع عن هذا الإجراء.,
users.deleteUserSuccess,User {{name}} deleted successfully,تم حذف المستخدم بنجاح,
users.deleteUserWarning,You are about to delete the user {{name}}. This action cannot be undone.,أنت على وشك حذف المستخدم {{name}}. لا يمكن التراجع عن هذا الإجراء.,
users.domain,Users,المستخدمين,
users.editUser,Edit User,تحرير المستخدم,
users.expiredOnDate,Expired on {{date}},انتهت صلاحيتها في {{date}},
users.invite,Invite,دعوة,
